LOCATION,Country,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Growth,Flag Codes,Flags
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.991302,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,2.210503,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.277857,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.300757,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.333276,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.353749,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.389844,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.411895,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.438849,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.47238,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.500236,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.526555,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.560918,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.58772,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.5902444,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.5827631,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,0.5770344,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,0.5780985,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,0.5836712,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,0.592366,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,0.6045925,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,0.6181124,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,0.6287058,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,0.6341509,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.6345181,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.6338211,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.6302509,,
CHN,China (People's Republic of),YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.6173732,,
